1;1;chapman77;1;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;43;thacker79;1;0.11;1.;0.23;1.;0.38;0.95499;0.48;0.95499;0.67;0.91201;0.84;0.89125;1.;0.87096;1.21;0.83176;1.37;0.79433;1.58;0.77625;1.78;0.72444;1.98;0.69183;2.22;0.64565;2.4;0.6166;2.6;0.58884;2.83;0.54954;3.07;0.51286;3.27;0.48978;3.46;0.45709;3.67;0.42658;3.82;0.39811;3.97;0.38019;;;;;;
107;44;hirayama09;1;-0.026;10.027;0.958;0.8877;1.959;0.6958;3.98;0.3707;5.985;0.0961;7.971;0.0332;9.975;0.00715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;45;hirayama05;1;0.;1.;1.059;0.7652;2.055;0.4359;4.068;0.074;6.059;0.00904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;46;curtis82;1;1.044;0.8745;2.037;0.5434;3.056;0.3435;3.97;0.1617;4.989;0.1022;5.982;0.0309;6.949;0.0161;7.968;0.00674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;47;boehrnsen02;1;0.001;10.029;0.094;0.9796;0.199;0.9201;0.3;0.9344;0.4;10.062;0.502;0.9544;0.703;0.8841;1.006;0.9425;2.003;0.7741;3.001;0.6689;5.008;0.3542;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;48;fournier01;1;-0.01;10.029;0.503;0.7921;0.747;0.8807;0.99;0.5457;1.503;0.4722;1.99;0.3645;2.503;0.2224;2.99;0.1839;3.49;0.1346;3.996;0.0869;4.483;0.0541;4.989;0.0471;;;;;;;;;;;;;;;;;;;;;;;;;;
112;48;fournier01;2;0.49;0.7922;0.99;0.5215;1.489;0.304;1.989;0.2774;2.988;0.1592;3.988;0.0701;4.987;0.0299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;49;wulf85;1;0.981;0.7939;2.001;0.5701;3.961;0.3035;5.98;0.1995;7.972;0.0682;9.986;0.0214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;49;wulf85;2;0.94;0.95499;1.92;0.70795;3.94;0.37154;5.95;0.15488;5.91;0.17378;7.96;0.07244;7.96;0.05495;9.98;0.02455;10.02;0.02818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;50;scholz03;1;0.507;10.296;0.761;10.183;1.015;0.9451;1.015;0.8559;1.511;0.9212;1.511;0.7666;2.019;0.7264;2.019;0.684;2.537;0.6413;2.526;0.6038;3.034;0.5276;3.017;0.4548;3.535;0.3862;4.043;0.3873;4.048;0.3673;4.539;0.2727;4.539;0.2427;5.035;0.2324;5.035;0.2105;6.033;0.1309;6.028;0.1097;6.524;0.1096;7.014;0.0898;8.018;0.0398;9.005;0.0299
