ExpID;Publication;PublicationName;IonExp;Cells;CellClass;CellOrigin;CellCycle;DNAcontent;PhotonRadiation;PhotonExp;Ion;Charge;IrradiationConditions;LET;Energy;ax_paper;bx_paper;ai_paper;bi_paper;ax_fit;bx_fit;ai_fit;bi_fit
1;1;chapman77;1;V79;n;r;G0;5,6;220kVp;1;4He;2;s;2,34;133,4;0,08;0,0361;0,06;0,04;N/A;N/A;N/A;N/A
2;1;chapman77;2;V79;n;r;G0;5,6;220kVp;1;4He;2;s;2,4;128,8;0,08;0,0361;0,09;0,029;N/A;N/A;N/A;N/A
3;1;chapman77;3;V79;n;r;G0;5,6;220kVp;1;4He;2;s;7,85;28,1;0,08;0,0361;0,14;0,04;N/A;N/A;N/A;N/A
4;1;chapman77;4;V79;n;r;G0;5,6;220kVp;1;4He;2;s;8,13;26,9;0,08;0,0361;0,19;0,032;N/A;N/A;N/A;N/A
5;1;chapman77;5;V79;n;r;G0;5,6;220kVp;1;4He;2;s;9,12;23,4;0,08;0,0361;0,15;0,04;N/A;N/A;N/A;N/A
6;1;chapman77;6;V79;n;r;G0;5,6;220kVp;1;12C;6;s;12,16;319;0,08;0,0361;0,19;0,036;N/A;N/A;N/A;N/A
7;1;chapman77;7;V79;n;r;G0;5,6;220kVp;1;12C;6;s;26;99,8;0,08;0,0361;0,26;0,036;N/A;N/A;N/A;N/A
8;1;chapman77;8;V79;n;r;G0;5,6;220kVp;1;12C;6;s;74,99;26,1;0,08;0,0361;0,5;0,04;N/A;N/A;N/A;N/A
9;1;chapman77;9;V79;n;r;G0;5,6;220kVp;1;20Ne;10;s;37,15;268,7;0,08;0,0361;0,27;0,048;N/A;N/A;N/A;N/A
10;1;chapman77;10;V79;n;r;G0;5,6;220kVp;1;20Ne;10;s;114,81;55;0,08;0,0361;0,51;0,044;N/A;N/A;N/A;N/A
11;1;chapman77;11;V79;n;r;G0;5,6;220kVp;1;20Ne;10;s;136,46;44,4;0,08;0,0361;0,57;0,048;N/A;N/A;N/A;N/A
12;1;chapman77;12;V79;n;r;G0;5,6;220kVp;1;40Ar;18;s;98,86;400;0,08;0,0361;0,58;0,032;N/A;N/A;N/A;N/A
13;1;chapman77;13;V79;n;r;G0;5,6;220kVp;1;40Ar;18;s;402,72;50;0,08;0,0361;0,48;0,053;N/A;N/A;N/A;N/A
14;2;chapman78;1;V79;n;r;G0;5,6;220kVp;1;12C;6;s;12,16;319;N/A;N/A;N/A;N/A;0,066943962;0,0366892;0,283871396;0,035285359
15;2;chapman78;2;V79;n;r;G0;5,6;220kVp;1;12C;6;s;26;99,8;N/A;N/A;N/A;N/A;0,066943962;0,0366892;0,314499291;0,03503872
16;2;chapman78;3;V79;n;r;G0;5,6;220kVp;1;12C;6;s;74,99;26,1;N/A;N/A;N/A;N/A;0,066943962;0,0366892;0,659043265;0,028348429
17;2;chapman78;4;V79;n;r;G1;5,6;220kVp;2;12C;6;s;12,16;319;N/A;N/A;N/A;N/A;0,171467077;0,039377105;0,456827938;0,046504304
18;2;chapman78;5;V79;n;r;G1;5,6;220kVp;2;12C;6;s;26;99,8;N/A;N/A;N/A;N/A;0,171467077;0,039377105;0,634675755;0,029486669
19;2;chapman78;6;V79;n;r;G1;5,6;220kVp;2;12C;6;s;74,99;26,1;N/A;N/A;N/A;N/A;0,171467077;0,039377105;0,999053617;0,027248789
20;2;chapman78;7;T1;n;h;a;6;220kVp;3;12C;6;s;12,16;319;N/A;N/A;N/A;N/A;0,145265824;0,037703708;0,355003422;0,052594886
21;2;chapman78;8;T1;n;h;a;6;220kVp;3;12C;6;s;26;99,8;N/A;N/A;N/A;N/A;0,145265824;0,037703708;0,384515498;0,053964728
22;2;chapman78;9;T1;n;h;a;6;220kVp;3;12C;6;s;74,99;26,1;N/A;N/A;N/A;N/A;0,145265824;0,037703708;0,696153269;0,059619577
23;3;blakely79;1;T1;n;h;a;6;220kVp;1;12C;6;m;11;389;0,1;0,047;0,28;0,026;0,233407464;0,031996756;0,315329851;0,023207561
24;3;blakely79;2;T1;n;h;a;6;220kVp;1;12C;6;m;13;282,9;0,1;0,047;0,25;0,044;0,233407464;0,031996756;0,212590356;0,048833799
25;3;blakely79;3;T1;n;h;a;6;220kVp;1;12C;6;m;16;200,4;0,1;0,047;0,22;0,04;0,233407464;0,031996756;0,29338295;0,028911096
26;3;blakely79;4;T1;n;h;a;6;220kVp;1;12C;6;m;23;118,2;0,1;0,047;0,38;0,04;0,233407464;0,031996756;0,43456748;0,028109028
27;3;blakely79;5;T1;n;h;a;6;220kVp;1;12C;6;m;30;82,7;0,1;0,047;0,33;0,053;0,233407464;0,031996756;0,435910383;0,036348051
28;3;blakely79;6;T1;n;h;a;6;220kVp;1;12C;6;m;40;57,3;0,1;0,047;0,39;0,088;0,233407464;0,031996756;0,500478764;0,067808482
29;3;blakely79;7;T1;n;h;a;6;220kVp;1;12C;6;m;85;22,5;0,1;0,047;0,81;0,069;0,233407464;0,031996756;0,696834837;0,084412225
30;3;blakely79;8;T1;n;h;a;6;220kVp;1;12C;6;m;124;14;0,1;0,047;0,74;0,11;0,233407464;0,031996756;0,91584097;0,073934683
31;3;blakely79;9;T1;n;h;a;6;220kVp;1;20Ne;10;m;32;356;0,1;0,047;0,24;0,082;0,233407464;0,031996756;0,208031384;0,088438524
32;3;blakely79;10;T1;n;h;a;6;220kVp;1;20Ne;10;m;38;258,7;0,1;0,047;0,33;0,067;0,233407464;0,031996756;0,365366191;0,063239811
33;3;blakely79;11;T1;n;h;a;6;220kVp;1;20Ne;10;m;54;149,7;0,1;0,047;0,34;0,08;0,233407464;0,031996756;0,302151369;0,107678804
34;3;blakely79;12;T1;n;h;a;6;220kVp;1;20Ne;10;m;71;102,5;0,1;0,047;0,57;0,063;0,233407464;0,031996756;0,561935639;0,091796274
35;3;blakely79;13;T1;n;h;a;6;220kVp;1;20Ne;10;m;100;65,5;0,1;0,047;0,95;0,06;0,233407464;0,031996756;0,963825719;0,056958425
36;3;blakely79;14;T1;n;h;a;6;220kVp;1;20Ne;10;m;139;43,4;0,1;0,047;1,04;0,027;0,233407464;0,031996756;1,101557221;0,018166464
37;3;blakely79;15;T1;n;h;a;6;220kVp;1;20Ne;10;m;234;22,7;0,1;0,047;1,02;0,008;0,233407464;0,031996756;1,072442269;0
38;3;blakely79;16;T1;n;h;a;6;220kVp;1;20Ne;10;m;419;10,7;0,1;0,047;1;0;0,233407464;0,031996756;0,790818537;0,034101508
39;3;blakely79;17;T1;n;h;a;6;220kVp;1;40Ar;18;m;81;680;0,1;0,047;0,52;0,098;0,233407464;0,031996756;0,501811701;0,104909027
40;3;blakely79;18;T1;n;h;a;6;220kVp;1;40Ar;18;m;91;500;0,1;0,047;0,73;0,089;0,233407464;0,031996756;0,674069527;0,090681706
41;3;blakely79;19;T1;n;h;a;6;220kVp;1;40Ar;18;m;117;290;0,1;0,047;0,79;0,099;0,233407464;0,031996756;0,882888016;0,081463615
42;3;blakely79;20;T1;n;h;a;6;220kVp;1;40Ar;18;m;144;200;0,1;0,047;0,83;0,08;0,233407464;0,031996756;0,870648611;0,07068453
43;3;blakely79;21;T1;n;h;a;6;220kVp;1;40Ar;18;m;184;140;0,1;0,047;0,74;0,087;0,233407464;0,031996756;0,650413551;0,073893617
44;3;blakely79;22;T1;n;h;a;6;220kVp;1;40Ar;18;m;245;95;0,1;0,047;0,79;0,021;0,233407464;0,031996756;0,787489414;0,018545518
45;3;blakely79;23;T1;n;h;a;6;220kVp;1;40Ar;18;m;328;65;0,1;0,047;0,75;0,002;0,233407464;0,031996756;0,785593609;-0,008424776
46;3;blakely79;24;T1;n;h;a;6;220kVp;1;40Ar;18;m;640;27;0,1;0,047;0,58;0,0001;0,233407464;0,031996756;0,689777813;-0,01278526
47;4;raju91;1;CHO-10B;n;r;a;5,6;60Co;1;4He;2;m;125;0,75;N/A;N/A;N/A;N/A;0,235038447;0,030670201;1,454038077;0
48;4;raju91;2;HS-23;n;r;a;5,6;60Co;2;4He;2;m;136;0,65;N/A;N/A;N/A;N/A;0,339709574;0,028422573;1,7959342;-0,093081545
49;4;raju91;3;C3H10T1/2;n;r;a;5,6;60Co;3;4He;2;m;121;0,8;N/A;N/A;N/A;N/A;0,391444837;0,020799371;2,066598866;0
50;4;raju91;4;V79;n;r;a;5,6;60Co;4;4He;2;m;124;0,77;N/A;N/A;N/A;N/A;0,189369264;0,012962282;1,312080717;0
51;4;raju91;5;AG1522;n;h;a;6;60Co;5;4He;2;m;121;0,8;N/A;N/A;N/A;N/A;0,336890188;0,108850057;2,89899448;0
52;5;goodhead92;1;HeLa;t;h;a;6;250kVp;1;1H;1;m;20,27;1,38;N/A;N/A;0,53;0,084;0,535978772;0,02775124;0,515203355;0,085969871
53;5;goodhead92;2;HeLa;t;h;a;6;250kVp;1;1H;1;m;23,915;1,16;N/A;N/A;0,85;0,037;0,535978772;0,02775124;0,616785363;0,063034358
54;5;goodhead92;3;HeLa;t;h;a;6;250kVp;1;4He;2;m;20,475;8,8;N/A;N/A;0,42;0,08;0,535978772;0,02775124;0,433709613;0,079466767
55;5;goodhead92;4;HeLa;t;h;a;6;250kVp;1;4He;2;m;23,045;7,605;N/A;N/A;0,65;0,059;0,535978772;0,02775124;0,541438341;0,070242639
56;5;goodhead92;5;HeLaS3;t;h;a;6;250kVp;2;1H;1;m;20,27;1,38;N/A;N/A;0,67;0,037;0,779733161;0;0,715093374;0,030021057
57;5;goodhead92;6;HeLaS3;t;h;a;6;250kVp;2;1H;1;m;23,915;1,16;N/A;N/A;1,01;-0,001;0,779733161;0;1,003678973;0
58;5;goodhead92;7;HeLaS3;t;h;a;6;250kVp;2;4He;2;m;20,475;8,8;N/A;N/A;0,71;0,013;0,779733161;0;0,804714846;0
59;5;goodhead92;8;HeLaS3;t;h;a;6;250kVp;2;4He;2;m;23,045;7,605;N/A;N/A;0,79;0,006;0,779733161;0;0,854874283;0
60;5;goodhead92;9;C3H10T1/2;n;r;a;5,6;250kVp;3;1H;1;m;22,09;1,27;N/A;N/A;0,43;0,013;0,175083331;0,032809699;0,497964893;0
61;5;goodhead92;10;C3H10T1/2;n;r;a;5,6;250kVp;3;4He;2;m;21,76;8,2;N/A;N/A;0,48;0,014;0,175083331;0,032809699;0,547456502;0
62;6;folkard96;1;V79;n;r;a;5,6;240kVp;1;1H;1;m;10,1;3,66;0,13;0,048;0,32;0,039;0,132916965;0,049721789;0,295146051;0,045862967
63;6;folkard96;2;V79;n;r;a;5,6;240kVp;1;1H;1;m;17,8;1,83;0,13;0,048;0,45;0,028;0,132916965;0,049721789;0,461057339;0,025727478
64;6;folkard96;3;V79;n;r;a;5,6;240kVp;1;1H;1;m;27,6;1,07;0,13;0,048;0,74;0,011;0,132916965;0,049721789;0,774596803;0,008058037
65;6;folkard96;4;V79;n;r;a;5,6;240kVp;1;2H;1;m;18,5;1,7;0,13;0,048;0,43;0,055;0,132916965;0,049721789;0,485199366;0,044823448
66;6;folkard96;5;V79;n;r;a;5,6;240kVp;1;2H;1;m;26,3;1,07;0,13;0,048;0,76;0,013;0,132916965;0,049721789;0,753406223;0,02395963
67;6;folkard96;6;V79;n;r;a;5,6;240kVp;1;2H;1;m;36,1;0,7;0,13;0,048;1,1;0;0,132916965;0,049721789;1,367488867;-0,059044914
68;6;folkard96;7;V79;n;r;a;5,6;240kVp;1;2H;1;m;49,8;0,465;0,13;0,048;1,23;0;0,132916965;0,049721789;1,250988555;0
69;6;folkard96;8;V79;n;r;a;5,6;240kVp;1;3He;2;m;58,9;2,3;0,13;0,048;1,24;0;0,132916965;0,049721789;1,43585296;-0,045015518
70;6;folkard96;9;V79;n;r;a;5,6;240kVp;1;3He;2;m;88,3;1,39;0,13;0,048;1,44;0;0,132916965;0,049721789;1,794629015;-0,104260235
71;6;folkard96;10;V79;n;r;a;5,6;240kVp;1;3He;2;m;105,8;1,13;0,13;0,048;1,33;0;0,132916965;0,049721789;1,590573343;-0,076185789
72;7;eguchi96;1;irs1;n;r;a;5,6;200kVp;1;4He;2;m;18;9,97;N/A;N/A;N/A;N/A;0,744071449;0,029231617;0,738438958;0
73;7;eguchi96;2;irs2;n;r;a;5,6;200kVp;2;4He;2;m;18;9,97;N/A;N/A;N/A;N/A;0,633416622;0,057046279;0,931182722;0
74;7;eguchi96;3;L5178Y;n;r;a;5,6;200kVp;3;4He;2;m;18;9,97;N/A;N/A;N/A;N/A;0,16579938;0,031123622;0,459155992;0,091318869
75;7;eguchi96;4;M10;n;r;a;5,6;200kVp;4;4He;2;m;18;9,97;N/A;N/A;N/A;N/A;1,172467808;0,031467318;1,501035548;0,609122142
76;7;eguchi96;5;L5178Y;n;r;a;5,6;200kVp;3;4He;2;m;47;3,1;N/A;N/A;N/A;N/A;0,16579938;0,031123622;1,454269305;0
77;7;eguchi96;6;M10;n;r;a;5,6;200kVp;4;4He;2;m;47;3,1;N/A;N/A;N/A;N/A;1,172467808;0,031467318;2,868952155;0
78;7;eguchi96;7;irs1;n;r;a;5,6;200kVp;1;12C;6;m;235;6,43;N/A;N/A;N/A;N/A;0,744071449;0,029231617;1,870431486;-0,19346082
79;7;eguchi96;8;irs2;n;r;a;5,6;200kVp;2;12C;6;m;235;6,43;N/A;N/A;N/A;N/A;0,633416622;0,057046279;1,538004834;-0,0372042
80;7;eguchi96;9;L5178Y;n;r;a;5,6;200kVp;3;12C;6;m;74;26,6;N/A;N/A;N/A;N/A;0,16579938;0,031123622;1,853270862;-0,059143224
81;7;eguchi96;10;M10;n;r;a;5,6;200kVp;4;12C;6;m;74;26,6;N/A;N/A;N/A;N/A;1,172467808;0,031467318;3,692947692;0
82;7;eguchi96;11;L5178Y;n;r;a;5,6;200kVp;3;12C;6;m;235;6,43;N/A;N/A;N/A;N/A;0,16579938;0,031123622;1,690033286;0
83;7;eguchi96;12;M10;n;r;a;5,6;200kVp;4;12C;6;m;235;6,43;N/A;N/A;N/A;N/A;1,172467808;0,031467318;1,941724529;0,26335614
84;7;eguchi96;13;LTA;n;r;a;5,6;200kVp;5;20Ne;10;m;62;123,2;N/A;N/A;N/A;N/A;0;0,067459606;1,33688198;0
85;7;eguchi96;14;LTA;n;r;a;5,6;200kVp;5;20Ne;10;m;84;81,8;N/A;N/A;N/A;N/A;0;0,067459606;1,542216668;0
86;7;eguchi96;15;LTA;n;r;a;5,6;200kVp;5;20Ne;10;m;108;59,2;N/A;N/A;N/A;N/A;0;0,067459606;0,992774084;0,173511905
87;7;eguchi96;16;LTA;n;r;a;5,6;200kVp;5;20Ne;10;m;205;26,6;N/A;N/A;N/A;N/A;0;0,067459606;1,557667404;-0,13091012
88;7;eguchi96;17;LTA;n;r;a;5,6;200kVp;5;20Ne;10;m;327;14,7;N/A;N/A;N/A;N/A;0;0,067459606;0,749155164;-0,052163715
89;7;eguchi96;18;SL3-147;n;r;a;5,6;200kVp;6;20Ne;10;m;62;123,2;N/A;N/A;N/A;N/A;1,911909073;0;2,519291205;0
90;7;eguchi96;19;SL3-147;n;r;a;5,6;200kVp;6;20Ne;10;m;84;81,8;N/A;N/A;N/A;N/A;1,911909073;0;2,482743241;0
91;7;eguchi96;20;SL3-147;n;r;a;5,6;200kVp;6;20Ne;10;m;108;59,2;N/A;N/A;N/A;N/A;1,911909073;0;2,408799098;0
92;7;eguchi96;21;SL3-147;n;r;a;5,6;200kVp;6;20Ne;10;m;205;26,6;N/A;N/A;N/A;N/A;1,911909073;0;1,816715872;0
93;7;eguchi96;22;SL3-147;n;r;a;5,6;200kVp;6;20Ne;10;m;327;14,7;N/A;N/A;N/A;N/A;1,911909073;0;0,906004336;0
94;8;suzuki97;1;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;63;120,3;N/A;N/A;N/A;N/A;0,123192766;0,166590553;1,563983128;0
95;8;suzuki97;2;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;105;61,4;N/A;N/A;N/A;N/A;0,123192766;0,166590553;1,602093718;0,232454217
96;8;suzuki97;3;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;131;46,7;N/A;N/A;N/A;N/A;0,123192766;0,166590553;2,593273272;-0,145949739
97;8;suzuki97;4;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;191;29;N/A;N/A;N/A;N/A;0,123192766;0,166590553;2,582828185;-0,215759795
98;8;suzuki97;5;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;234;22,7;N/A;N/A;N/A;N/A;0,123192766;0,166590553;2,582353421;-0,358283715
99;8;suzuki97;6;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;285;17,8;N/A;N/A;N/A;N/A;0,123192766;0,166590553;2,373711594;-0,385179283
100;8;suzuki97;7;HE20;n;h;G1/G0;6;137Cs;1;20Ne;10;m;335;14,3;N/A;N/A;N/A;N/A;0,123192766;0,166590553;1,08731412;0,21297329
101;9;bettega98;1;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;11;3,18;0,24;0,016;0,47;0,019;0,331978339;0;0,419693856;0,030538862
102;9;bettega98;2;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;19,7;1,46;0,24;0,016;0,43;0,038;0,331978339;0;0,403692407;0,041978075
103;9;bettega98;3;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;28,8;0,87;0,24;0,016;0,55;0,053;0,331978339;0;0,463890417;0,073275083
104;9;bettega98;4;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;31,6;0,77;0,24;0,016;0,67;0;0,331978339;0;0,636209895;0
105;9;bettega98;5;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;32,5;0,74;0,24;0,016;0,75;0;0,331978339;0;0,850672794;-0,031624004
106;9;bettega98;6;C3H10T1/2;n;r;a;5,6;60Co;1;1H;1;m;33,2;0,72;0,24;0,016;1,02;0;0,331978339;0;1,201112995;-0,067331311
107;9;bettega98;7;C3H10T1/2;n;r;a;5,6;60Co;1;2H;1;m;13,3;2,45;0,24;0,016;0,4;0,041;0,331978339;0;0,383801923;0,045727093
108;9;bettega98;8;C3H10T1/2;n;r;a;5,6;60Co;1;2H;1;m;18,3;1,6;0,24;0,016;0,55;0,023;0,331978339;0;0,497437522;0,027134161
109;10;tsuboi98;1;NB1RGB;n;h;a;6;137Cs;1;12C;6;m;20;144;0,336;0,0796;0,688;0,0305;0,332476072;0,067042486;0,779224678;0,010285104
110;10;tsuboi98;2;NB1RGB;n;h;a;6;137Cs;1;12C;6;m;40;57,3;0,336;0,0796;0,795;0,0148;0,332476072;0,067042486;0,894646678;-0,016385496
111;10;tsuboi98;3;NB1RGB;n;h;a;6;137Cs;1;12C;6;m;81;23,8;0,336;0,0796;1,331;0,0146;0,332476072;0,067042486;1,316274059;0
112;10;tsuboi98;4;NB1RGB;n;h;a;6;137Cs;1;12C;6;m;105;17,4;0,336;0,0796;1,425;0,0219;0,332476072;0,067042486;1,591430967;-0,066433237
113;10;tsuboi98;5;ONS-76;t;h;a;6;137Cs;2;12C;6;m;20;144;0,188;0,062;0,793;0,0281;0,226880415;0,052687356;0,873633915;0,01852989
114;10;tsuboi98;6;ONS-76;t;h;a;6;137Cs;2;12C;6;m;40;57,3;0,188;0,062;0,921;0,014;0,226880415;0,052687356;0,821188615;0,053182354
115;10;tsuboi98;7;ONS-76;t;h;a;6;137Cs;2;12C;6;m;81;23,8;0,188;0,062;1,29;0,0153;0,226880415;0,052687356;1,322159232;0
116;10;tsuboi98;8;ONS-76;t;h;a;6;137Cs;2;12C;6;m;105;17,4;0,188;0,062;1,327;0,0113;0,226880415;0,052687356;1,44963411;-0,072762069
117;10;tsuboi98;9;A-172;t;h;a;6;137Cs;3;12C;6;m;20;144;0,405;0,0588;0,896;0,0453;0,310051786;0,088831532;1,097371681;0
118;10;tsuboi98;10;A-172;t;h;a;6;137Cs;3;12C;6;m;40;57,3;0,405;0,0588;1,052;0,023;0,310051786;0,088831532;0,865632737;0,08616608
119;10;tsuboi98;11;A-172;t;h;a;6;137Cs;3;12C;6;m;81;23,8;0,405;0,0588;1,509;0,0138;0,310051786;0,088831532;1,593518201;0
120;10;tsuboi98;12;A-172;t;h;a;6;137Cs;3;12C;6;m;105;17,4;0,405;0,0588;1,923;0,0142;0,310051786;0,088831532;1,980825616;0
121;10;tsuboi98;13;U-251MG;t;h;a;6;137Cs;4;12C;6;m;20;144;0,031;0,0551;0,477;0,0365;0;0,060877278;0,461809641;0,039543938
122;10;tsuboi98;14;U-251MG;t;h;a;6;137Cs;4;12C;6;m;40;57,3;0,031;0,0551;0,687;0,0261;0;0,060877278;0,664574383;0,031983912
123;10;tsuboi98;15;U-251MG;t;h;a;6;137Cs;4;12C;6;m;81;23,8;0,031;0,0551;1,127;0,0128;0;0,060877278;1,143438048;0
124;10;tsuboi98;16;U-251MG;t;h;a;6;137Cs;4;12C;6;m;105;17,4;0,031;0,0551;1,091;0,0215;0;0,060877278;1,175415096;0
125;10;tsuboi98;17;TK1;t;h;a;6;137Cs;5;12C;6;m;20;144;0,007;0,0546;0,43;0,0455;0,073148808;0,043090313;0,484065308;0,028642286
126;10;tsuboi98;18;TK1;t;h;a;6;137Cs;5;12C;6;m;40;57,3;0,007;0,0546;0,555;0,04;0,073148808;0,043090313;0,701518137;0
127;10;tsuboi98;19;TK1;t;h;a;6;137Cs;5;12C;6;m;81;23,8;0,007;0,0546;1,033;0,0167;0,073148808;0,043090313;1,089615941;0
128;10;tsuboi98;20;TK1;t;h;a;6;137Cs;5;12C;6;m;105;17,4;0,007;0,0546;1,086;0,0221;0,073148808;0,043090313;1,132319595;0
129;11;tsuchida98;1;A-172;t;h;a;6;137Cs;1;12C;6;m;20;144;N/A;N/A;N/A;N/A;0,276629432;0,092686563;1,080693229;0
130;11;tsuchida98;2;A-172;t;h;a;6;137Cs;1;12C;6;m;40;57,3;N/A;N/A;N/A;N/A;0,276629432;0,092686563;0,865683182;0,081175709
131;11;tsuchida98;3;A-172;t;h;a;6;137Cs;1;12C;6;m;80;24,1;N/A;N/A;N/A;N/A;0,276629432;0,092686563;0,532931644;0,34767736
132;11;tsuchida98;4;TK1;t;h;a;6;137Cs;2;12C;6;m;20;144;N/A;N/A;N/A;N/A;0,127966833;0,035316029;0,458449445;0,04255107
133;11;tsuchida98;5;TK1;t;h;a;6;137Cs;2;12C;6;m;40;57,3;N/A;N/A;N/A;N/A;0,127966833;0,035316029;0,582956642;0,050936403
134;11;tsuchida98;6;TK1;t;h;a;6;137Cs;2;12C;6;m;80;24,1;N/A;N/A;N/A;N/A;0,127966833;0,035316029;0,205954337;0,48637957
135;12;weyrather99;1;V79;n;r;a;5,6;250kVp;1;12C;6;m;13,7;266,4;0,093;0,026;0,234;0,03;0,103948449;0,025062463;0,252927727;0,026999611
136;12;weyrather99;2;V79;n;r;a;5,6;250kVp;1;12C;6;m;16,8;190,7;0,093;0,026;0,226;0,03;0,103948449;0,025062463;0,228966156;0,027764715
137;12;weyrather99;3;V79;n;r;a;5,6;250kVp;1;12C;6;m;32,4;76,9;0,093;0,026;0,337;0,025;0,103948449;0,025062463;0,357961972;0,021711204
138;12;weyrather99;4;V79;n;r;a;5,6;250kVp;1;12C;6;m;153,5;11;0,093;0,026;0,91;0,044;0,103948449;0,025062463;1,037142445;0
139;12;weyrather99;5;V79;n;r;a;5,6;250kVp;1;12C;6;m;275,1;5,4;0,093;0,026;0,99;-0,022;0,103948449;0,025062463;0,886574619;0
140;12;weyrather99;6;V79;n;r;a;5,6;250kVp;1;12C;6;m;339,1;4,2;0,093;0,026;0,639;0,039;0,103948449;0,025062463;0,491706377;0,070570717
141;12;weyrather99;7;V79;n;r;a;5,6;250kVp;1;12C;6;m;482,7;2,4;0,093;0,026;0,533;0,014;0,103948449;0,025062463;0,51633837;0,014626353
142;12;weyrather99;8;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;13,7;266,4;0,228;0,02;0,414;0,03;0,21040246;0,023760718;0,441442134;0,026918167
143;12;weyrather99;9;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;16,8;190,7;0,228;0,02;0,373;0,041;0,21040246;0,023760718;0,327712953;0,053122899
144;12;weyrather99;10;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;32,4;76,9;0,228;0,02;0,645;0,005;0,21040246;0,023760718;0,683540779;0
145;12;weyrather99;11;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;103;18;0,228;0,02;0,989;0,192;0,21040246;0,023760718;0,995892364;0,177602033
146;12;weyrather99;12;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;153,5;11;0,228;0,02;1,53;-0,04;0,21040246;0,023760718;1,366076366;0
147;12;weyrather99;13;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;275,1;5,4;0,228;0,02;1,129;0,015;0,21040246;0,023760718;1,172771665;0
148;12;weyrather99;14;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;339,1;4,2;0,228;0,02;0,842;0,042;0,21040246;0,023760718;1,010423691;0
149;12;weyrather99;15;CHO-K1;n;r;a;5,6;250kVp;2;12C;6;m;482,7;2,4;0,228;0,02;0,697;0,021;0,21040246;0,023760718;0,811723346;0
150;12;weyrather99;16;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;13,7;266,4;1,73;-0,0082;3,56;-0,729;1,682663842;0;3,659750408;-0,779901446
151;12;weyrather99;17;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;32,4;76,9;1,73;-0,0082;2,55;0,0316;1,682663842;0;2,614571906;0
152;12;weyrather99;18;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;153,5;11;1,73;-0,0082;2,71;-0,119;1,682663842;0;2,325808675;0
153;12;weyrather99;19;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;275,1;5,4;1,73;-0,0082;2,12;0,24;1,682663842;0;2,465090645;0
154;12;weyrather99;20;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;339,1;4,2;1,73;-0,0082;2;-0,085;1,682663842;0;1,789065332;0
155;12;weyrather99;21;xrs5;n;r;a;5,6;250kVp;3;12C;6;m;482,7;2,4;1,73;-0,0082;1,67;-0,035;1,682663842;0;1,586952427;0
156;13;furusawa00;1;V79;n;r;a;5,6;200kVp;1;3He;2;m;18,6;10,1;0,184;0,02;0,225;N/A;0,199699329;0,01897709;0;0,076364117
157;13;furusawa00;2;V79;n;r;a;5,6;200kVp;1;3He;2;m;18,6;10,1;0,184;0,02;0,297;N/A;0,199699329;0,01897709;0;0,07302413
158;13;furusawa00;3;V79;n;r;a;5,6;200kVp;1;3He;2;m;23;7,73;0,184;0,02;0,255;N/A;0,199699329;0,01897709;0,258232732;0,039938793
159;13;furusawa00;4;V79;n;r;a;5,6;200kVp;1;3He;2;m;23,8;7,39;0,184;0,02;0,261;N/A;0,199699329;0,01897709;0,19003511;0,066325498
160;13;furusawa00;5;V79;n;r;a;5,6;200kVp;1;3He;2;m;24;7,3;0,184;0,02;0,168;N/A;0,199699329;0,01897709;0;0,085420941
161;13;furusawa00;6;V79;n;r;a;5,6;200kVp;1;3He;2;m;29,9;5,5;0,184;0,02;0,162;N/A;0,199699329;0,01897709;0;0,100287231
162;13;furusawa00;7;V79;n;r;a;5,6;200kVp;1;3He;2;m;29,9;5,5;0,184;0,02;0,376;N/A;0,199699329;0,01897709;0,17136239;0,082595736
163;13;furusawa00;8;V79;n;r;a;5,6;200kVp;1;3He;2;m;38,1;4,07;0,184;0,02;0,534;N/A;0,199699329;0,01897709;0,52863391;0,053904247
164;13;furusawa00;9;V79;n;r;a;5,6;200kVp;1;3He;2;m;39,2;3,92;0,184;0,02;0,529;N/A;0,199699329;0,01897709;0,27197756;0,117481447
