0.475; 0.5354
0.518; 0.4984
0.522; 0.3904
0.967; 0.3386
1.02; 0.2065
1.437; 0.173
1.447; 0.1193
1.446; 0.1033
1.519; 0.1195
1.518; 0.1126
1.511; 0.1048
1.517; 0.097
1.529; 0.0898
1.528; 0.0826
2.504; 0.0227
2.899; 0.0148
2.91; 0.0109
2.909; 0.0097
3.001; 0.0107
3.005; 0.00913
3.247; 0.00815
3.262; 0.00577
3.261; 0.00492
3.731; 0.00399
3.792; 0.00317
3.804; 0.00275
4.272; 0.00156
4.284; 0.00139
4.742; 0.00118
4.725; 0.00072
4.724; 0.00064
4.723; 0.00058
