1.484; 0.7075
2.478; 0.5074
2.505; 0.4562
2.504; 0.4212
4.01; 0.2644
4.006; 0.2027
5.964; 0.0913
5.989; 0.0719
5.987; 0.0664
5.986; 0.0597
7.066; 0.0422
7.092; 0.0385
8.02; 0.0152
8.046; 0.0131
9.017; 0.0126
9.043; 0.0106
10.036; 0.0073
10.034; 0.00639
10.032; 0.00575
10.03; 0.00503
11.989; 0.00042
